Comuna,Poblacion 2021_hombre,Poblacion 2021_mujer,Poblacion 2022_hombre,Poblacion 2022_mujer
Vallenar,0.49533810510453946,0.5046618948954605,0.4953693934491571,0.5046306065508429
Valparaíso,0.48585158348776025,0.5141484165122397,0.48600514925343713,0.5139948507465629
Vichuquén,0.5065045248868778,0.4934954751131222,0.5062217194570136,0.49377828054298645
Victoria,0.47749418266433974,0.5225058173356603,0.47750814922129664,0.5224918507787034
Vicuña,0.4910733965175226,0.5089266034824774,0.4907249792676007,0.5092750207323993
Vilcún,0.48689637394741364,0.5131036260525863,0.4863816510667004,0.5136183489332996
Villa Alegre,0.483598192156291,0.516401807843709,0.4829127613554434,0.5170872386445566
Villa Alemana,0.4755533531549389,0.5244466468450611,0.47583438571170844,0.5241656142882916
Villarrica,0.48288312382990106,0.5171168761700989,0.4827472091073556,0.5172527908926444
Vitacura,0.4685187337750397,0.5314812662249603,0.4692796473636047,0.5307203526363953
Viña del Mar,0.4770581054106349,0.5229418945893651,0.47673302182679383,0.5232669781732062
Yerbas Buenas,0.49499458874458874,0.5050054112554112,0.49481570673623654,0.5051842932637635
Yumbel,0.4842653384650215,0.5157346615349785,0.4841327997294403,0.5158672002705598
Yungay,0.48438893844781444,0.5156110615521855,0.48415672913117547,0.5158432708688245
Zapallar,0.5017977176801626,0.49820228231983743,0.5015398829688944,0.49846011703110565
Ñiquén,0.49263591076456575,0.5073640892354343,0.4928209003562561,0.507179099643744
Ñuñoa,0.48048952782832843,0.5195104721716716,0.4812286375408848,0.5187713624591151
