Comuna,"ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y RECREATIVAS",ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS,ACTIVIDADES DE ATENCION DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES,ACTIVIDADES DE ORGANIZACIONES Y ORGANOS EXTRATERRITORIALES,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,ACTIVIDADES FINANCIERAS Y DE SEGUROS,ACTIVIDADES INMOBILIARIAS,"ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS",ADMINISTRACION PUBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACION OBLIGATORIA,"AGRICULTURA, GANADERIA, SILVICULTURA Y PESCA",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS,CONSTRUCCION,ENSEÑANZA,EXPLOTACION DE MINAS Y CANTERAS,INDUSTRIA MANUFACTURERA,INFORMACION Y COMUNICACIONES,OTRAS ACTIVIDADES DE SERVICIOS,"SUMINISTRO DE AGUA; EVACUACION DE AGUAS RESIDUALES, GESTION DE DESECHOS Y DESCONTAMINACION","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",TRANSPORTE Y ALMACENAMIENTO,Valor por Defecto,aporte,region_id,HHI_2021,HHI_2022
CARAHUE,1.1782704830356668e-06,0.00022007474244255062,9.368068583524547e-05,0.0,0.0,2.212530129255863e-05,8.182433909969908e-09,4.32850753837408e-06,0.0001558262713814669,0.0,0.010559398231080524,0.3632638092380088,0.0009570501998457201,1.8410476297432288e-06,0.002612037464910144,0.002078469132074916,0.000381759636503556,1.656942866768906e-05,0.0,1.3091894255951853e-07,0.009333080496125514,0.0,1105500,9.0,0.38970136775519626,0.38970136775519626
CARTAGENA,1.3017900896107784e-05,0.0009564172086936333,9.054837478756292e-07,0.0,0.0,8.681482634797155e-05,0.006347960232343813,1.418748407044714e-07,3.081159975410126e-07,0.0,0.03685596158251598,0.05300136286426099,0.0002819453949998729,1.6097488851122298e-06,0.0270219553387127,0.0007637016563744991,0.00024217956707233486,6.606415712582171e-07,0.00025215246446213174,1.0060930531951436e-07,0.043991575952997214,0.0,5044300,5.0,0.16981877146402508,0.16981877146402508
CASABLANCA,2.2996836515570762e-07,3.989789955538577e-05,2.8205679925789547e-06,0.0,0.0,3.184865942269259e-05,0.2766204183085884,0.006877943057779378,7.401313826643678e-05,0.0,0.002405898138853361,0.007602031612785358,0.0006978273741188448,3.7114163608617727e-07,1.0762988838416026e-05,0.01707900909063886,6.907772884783325e-06,9.759750839373545e-09,2.0689062098343892e-07,0.00012888571073567466,0.0032065067029185277,1.6944011873912405e-11,48587200,5.0,0.3147855888006957,0.3147855888006957
CASTRO,0.00021763132213276426,0.0021919525493804435,0.001447676772534449,0.0,0.0,0.0008833900199582403,0.0003835841950732934,0.0005046029044699458,0.0001696163758508336,0.0,0.018649496393416787,0.13099327491356422,0.0026753380176994597,2.864371900960004e-06,1.748357104945829e-05,0.02151815580098012,0.00012901305022475706,2.0070425949633244e-05,8.522098217732241e-05,1.0615762485756427e-07,0.007632570140969449,2.0477936893820263e-09,11049100,10.0,0.18752205001275066,0.18752205001275066
CATEMU,3.4282708260313305e-07,2.4992094321768398e-06,0.0,1.9284023396426236e-07,0.0,5.486004682585987e-05,6.719410819021407e-07,8.183368168507437e-05,0.000263047792210558,0.0,0.005820549062873427,0.2963836257818047,0.002926975352765725,0.0,0.06712768544295973,0.00014127561246992512,7.713609358570494e-07,4.1996317618883795e-08,2.1426692662695816e-08,0.0,0.00028534269445994626,0.0,3415800,5.0,0.3730897370698317,0.3730897370698317
CAUQUENES,6.483386743127003e-07,0.0003575537190082645,0.0021303619497385733,0.0,0.0,0.0010323285545623207,4.455995952099848e-05,0.002190726260752235,7.753145555742959e-05,0.0,0.07799325619834711,0.07872032653061226,0.0034855989205599593,1.3061224489795921e-06,0.0002686193287232248,0.0183057385731152,9.741946365322987e-07,1.0373418789003205e-05,6.347782088041829e-06,6.74650025299376e-10,0.003751164783268679,0.0,3850000,7.0,0.18837741676505318,0.18837741676505318
CERRILLOS,1.2476924191949452e-07,7.217098994250793e-05,1.369764320158504e-06,0.0,0.0,0.0002496138292097385,0.0018743615868774097,0.0004290457958034859,0.00036612833077081267,0.0,0.00031845413830042165,0.13182222255725118,0.001136444592434816,8.699560498244964e-07,0.00025390118376836804,0.1677041256776926,9.265551658949653e-06,5.048432626242988e-05,1.874784446740375e-07,4.629569756236437e-07,0.001500740098573602,5.961706435024372e-10,61433600,13.0,0.30578997417974924,0.30578997417974924
CERRO NAVIA,5.210276478792341e-06,7.865287514464132e-05,2.4012616688220976e-05,0.0,0.0,0.0006495146182727102,0.00010124988940263405,3.751971357534527e-05,9.523127674679147e-05,0.0,0.00022356519718730916,0.29322273193831644,0.02693097330086602,7.411301446981783e-08,0.00014248117397185685,0.018286753180400087,3.256422799245212e-05,5.162585411788833e-06,5.3063164206200935e-06,5.699246958874275e-06,0.0026874081804777765,1.0963463678967135e-10,9550500,13.0,0.34253411083696145,0.34253411083696145
CHAITEN,6.59828686038929e-08,0.02745052291093454,6.59828686038929e-08,0.0,0.0,0.0006730912426283114,0.002483331242776113,6.59828686038929e-08,6.59828686038929e-08,0.0,0.08129749240685645,0.08012985956404196,0.005321914250115585,0.0,0.0,1.9069049026525044e-05,6.756645745038632e-05,0.0,1.0557258976622863e-06,9.033054711872937e-05,0.008838801146703077,0.0,389300,10.0,0.20637329847502373,0.20637329847502373
CHANARAL,0.0,0.0006163610332224352,1.1518096181067434e-05,0.0,0.0,0.14880559547152875,2.8795240452668586e-06,0.00031484383867532394,6.232073874151277e-05,0.0,0.0007777654322947254,0.008911393430752913,0.0037228544437718663,4.167553113719165e-05,0.0019044717516949292,0.010023623201573933,1.1269063619496624e-05,8.709335486629438e-06,3.061875757018162e-07,1.2247503028072648e-06,0.04717812195765221,0.0,2710800,3.0,0.2223949337882568,0.2223949337882568
CHANCO,0.0,0.0005271721433901507,1.0506460128151917e-06,0.0,0.0,2.034050680810211e-05,9.455814115336726e-06,6.724134482017226e-07,1.3616372326084883e-05,0.0,0.03721308328294435,0.41647204499925283,0.00250205044075861,0.0,5.753337566175989e-05,0.00014629195082438727,6.068531370020548e-05,3.0636837733690986e-05,0.0,0.0,0.001818205963937458,0.0,487800,7.0,0.458872840060914,0.458872840060914
CHEPICA,3.728703246900442e-09,4.1845372188340204e-06,9.321758117251105e-10,0.0,0.0,7.383764604674599e-06,0.0001461800820914849,0.015034370128510383,1.8046923714998136e-06,0.0,0.23085629383887094,0.09647080857094903,0.00015900029603014036,5.965925195040707e-08,0.0,0.00022381541239519903,2.6939880958855686e-07,1.491481298760177e-08,5.817709240976414e-06,0.0,0.001380635340812132,0.0,3275300,6.0,0.34429064300684886,0.34429064300684886
CHIGUAYANTE,2.774947698131454e-06,0.000121884323270023,0.0007360347236183273,0.0,0.0,0.0004950667151803229,0.0757132323862659,0.009046845864492122,0.0002125997853332723,6.828014328351136e-10,0.0012610529930759473,0.07763786902444912,0.005213564864559957,6.764347362248218e-05,2.336887903878176e-07,0.011796413662664736,6.6583808473811624e-06,3.3218716458323796e-06,4.527400250592326e-07,1.0924822925361818e-08,0.0019513032774422176,4.26750895521946e-11,15307800,8.0,0.18426696437328066,0.18426696437328066
CHILE CHICO,4.321650642362228e-08,0.00046145625192334455,1.2004585117672856e-07,0.0,0.0,5.8102191969536635e-05,0.0,7.147049795657711e-05,4.321650642362228e-08,0.0,0.01709822181794834,0.023051113108108527,0.006394679229826731,4.8018340470691425e-09,0.31016663847910053,0.00012292695160497004,4.801834047069142e-07,1.920733618827657e-06,0.0,1.0804126605905571e-06,0.0007915151169826893,0.0,1443100,11.0,0.35821981625580346,0.35821981625580346
CHILLAN,7.766232824503237e-05,0.0007548845077995013,0.002610422565139667,0.0,0.0,0.0014264133023792942,5.9726016360945256e-05,0.0010153725826137167,0.0002957155849102003,0.0,0.024617472085725293,0.1793353999968146,0.0074328158222030285,1.0401872906187166e-05,6.893154775356353e-06,0.005727533878175412,4.975306532988781e-05,1.822827855194187e-05,3.5009971906026535e-05,5.034506486594588e-07,0.002702609907630033,3.039261623429413e-12,57360900,16.0,0.22617681837515408,0.22617681837515408
CHILLAN VIEJO,1.5348642678677515e-08,6.605073495771367e-05,1.069739000133108e-05,0.0,0.0,0.0007147807640346474,1.2997384106730903e-05,4.710744016368987e-05,0.00018808978821942678,0.0,0.012174057741672649,0.10987840593612169,0.006619177210042376,2.5801068342856903e-07,4.700521820344988e-06,0.007745971259145652,6.833369206974014e-06,4.642964410299948e-07,0.003656685343082843,3.837160669669379e-09,0.0675328883029486,0.0,8071700,16.0,0.20865918467845243,0.20865918467845243
CHIMBARONGO,2.3804526362274504e-07,0.00022953893702791562,0.0002373858584603551,0.0,0.0,0.00047922682304910686,5.826504014876939e-06,2.9496676575314504e-05,2.5331708718369454e-05,1.6485129059746885e-10,0.21626649585984845,0.10922182694225555,0.00026714629710062563,9.734303858489938e-06,9.272885096107623e-05,0.0033145422506831016,2.4135877456375413e-06,7.848569945345492e-07,8.720633272606103e-08,5.951131590568625e-06,0.002190218368160236,0.0,7788500,6.0,0.3323789743734918,0.3323789743734918
CHOLCHOL,8.74255598678213e-07,0.0001967075097025979,1.770367587323381e-05,0.0,0.0,3.497022394712852e-06,3.497022394712852e-06,0.0017703675873233812,0.00012589280620966265,0.0,0.02754451545585545,0.10375687301502998,0.032903483711853226,4.9176877425649476e-05,0.0,0.022521042785850435,0.00029921397864761834,0.0,0.0012624250844913397,4.9176877425649476e-05,0.002142144780661291,0.0,213900,9.0,0.19264659244673762,0.19264659244673762
CHONCHI,5.85412668258627e-09,2.9013988499166773e-05,7.608023036689117e-07,0.0,0.0,7.317213439604962e-05,7.769034936966972e-05,0.00016918426112674326,6.847220733020207e-06,0.0,0.34759621448105904,0.015397730299962704,0.0020116561277528605,5.994625722968342e-08,1.317178503581911e-06,0.021057829681101873,3.0347792722527234e-07,1.1474088297869092e-08,3.746641076855214e-09,3.746641076855214e-09,0.0030179428039136045,0.0,6534900,10.0,0.3894397475744035,0.3894397475744035
CISNES,1.1588015007451673e-05,0.00373467797050816,2.6276678021432363e-08,0.0,0.0,0.0008139463783918887,6.726829573486685e-06,0.0004238165398076826,3.5972772211340906e-05,0.0,0.17032847502957504,0.048387162465888596,0.0024443879729437457,2.6276678021432363e-08,5.9122525548222816e-06,0.011725284373435636,1.2717912162373262e-05,1.0510671208572945e-07,4.204268483429178e-07,0.0,0.006438443032201464,0.0,616900,11.0,0.24436968963117817,0.24436968963117817
COBQUECURA,0.0,0.038261079579760895,0.0,0.0,0.0,1.2075836251660427e-06,3.0189590629151067e-07,0.0007547397657287766,1.9321338002656683e-05,0.0,0.033476935152759325,0.142485508996498,0.0003287646419514552,0.0,0.0,0.010444390774061103,0.0016981644728897476,0.0,0.0,0.0,0.002391317473735056,0.0,182000,16.0,0.22986173167491847,0.22986173167491847
COCHAMO,0.07178499566427032,0.005774481726614457,0.0,0.0,0.0,0.0018328051502842948,0.009141624799584667,0.0015681939067119998,5.091125417456374e-07,0.0,0.003018528260009884,0.008146946171149125,0.0010309528970349157,2.0364501669825495e-06,0.0,0.00018378962757017512,2.8637580473192107e-05,0.0,0.0,0.07235965644576571,0.00011455032189276843,0.0,280300,10.0,0.17498770811407027,0.17498770811407027
COCHRANE,1.0135942243779345e-07,0.006385744973003425,1.0135942243779345e-07,0.0,0.0,0.00014636300600017371,0.0,0.0003771584108910294,0.0001962318418395681,0.0,0.003736513748746817,0.450407216547615,0.008820803737648975,2.9292873084522306e-05,0.0,0.00020525283043653175,2.9292873084522306e-05,1.0135942243779345e-07,0.0,0.0,0.0008028679851297618,0.0,314100,11.0,0.4711370429057476,0.4711370429057476
CODEGUA,2.5384710640498652e-06,2.813105857665648e-05,2.1464935117600324e-05,0.0,0.0,0.0024126238120308658,0.004553936662969739,5.414906852520499e-06,0.00023871516436788459,0.0,0.02167656036569604,0.37521114472510403,0.0005473604601016775,0.0,6.180271699827084e-05,0.0017351649519526825,1.1250841281107436e-07,4.3948598754325923e-10,0.0,7.031775800692148e-09,0.0004394859875432593,0.0,4770100,6.0,0.40693446419804996,0.40693446419804996
COELEMU,0.0,8.741178012049324e-05,4.394109982226352e-05,0.0,0.0,0.00341641549927823,0.0005052375621650135,2.3602565316365062e-05,0.00029614937110208266,0.0,0.03768023089629938,0.2989442337324228,0.000585875580873527,0.0,3.7764104506184102e-06,0.001551114436463782,7.459576198752415e-07,2.983830479500966e-06,1.6830668798435136e-07,0.0010504020397103366,0.001537538007782053,0.0,4631300,16.0,0.34572982707659433,0.34572982707659433
COIHUECO,0.0017007450481942206,1.0481321899852596e-06,1.0481321899852596e-06,0.0,0.0,0.0005781996073637553,0.0002614858963070655,0.0007071405399506796,2.3330416452426657e-05,0.0,0.2733323783408848,0.027047616230548438,0.0076690033771191265,2.2327076236372387e-05,1.5504914053036384e-07,0.004383055900253914,4.551484747951111e-05,6.891072912460613e-08,6.201965621214552e-09,9.433878817158581e-07,0.0010139311060134262,6.891072912460615e-10,3809400,16.0,0.31678799889000797,0.31678799889000797
COINCO,0.0,1.4442333110059617e-06,1.6047036788955133e-05,0.0,0.0,0.0001677628546080876,0.00015754624118578616,4.011759197238783e-06,5.792980280812802e-05,0.0,0.13918907298069305,0.028172338257057516,0.014378216283067305,0.0,1.7830040876616815e-08,0.0020009763373783217,2.0611527253369033e-05,0.0005523033461940824,4.5644904644139046e-06,0.0,0.050084156901435584,0.0,748900,6.0,0.23480699988148368,0.23480699988148368
COLBUN,1.4110674172343306e-06,0.020094227162491197,7.321001013490462e-06,0.0,0.0,0.002718046836715882,1.5722078321654118e-06,3.9196317145398075e-06,0.00044318404767031697,0.0,0.06043037756562379,0.057545528623722496,0.006240092885864519,4.355146349488674e-09,0.00030584015239284215,0.000779261981167659,0.002787293663672752,1.7420585397954697e-06,0.002469407176477224,0.0,0.0040893125714622355,4.355146349488674e-09,1515300,7.0,0.15791854734407085,0.15791854734407085
COLCHANE,0.0,0.00026353516613256866,0.0,0.0,0.0,1.054140664530275e-05,0.0,0.0,0.0,0.0,1.054140664530275e-05,0.0,0.7402702816663855,0.0,0.0,0.014431185697419463,0.0,0.0,0.0,0.0,1.054140664530275e-05,0.0,30800,1.0,0.7549966267498733,0.7549966267498733
COLINA,2.545010836365612e-06,0.00017819168599322817,0.0002585558636963178,0.0,0.0,0.004206386889161916,0.003427544488457843,0.0018704980925127342,0.00047050713667820066,1.3860789987408859e-11,0.001987977926969161,0.10847470866785194,0.002520051213713145,0.001124034215671952,0.0024220616234089895,0.04425924625665109,4.646914394097742e-05,2.5718080749081446e-06,0.00031762511719297937,2.7919381244632406e-05,0.0010127251763300399,3.465197496852215e-10,107440000,13.0,0.17260962005876695,0.17260962005876695
COLLIPULLI,1.1461246507125529e-08,0.0007927629596513657,0.0003015321005565244,0.0,0.0,9.912832104012868e-05,1.0315121856412976e-07,7.3351977645603385e-09,6.383455854608635e-06,0.0,0.09534163568059076,0.016830373335306206,0.0023769382856656976,4.5844986028502116e-10,0.0,0.03865992555023666,1.3868108273621887e-06,7.3351977645603385e-09,0.0,0.045844986028502115,0.0017882409862742606,0.0,4670400,9.0,0.20204342325581615,0.20204342325581615
COLTAUCO,2.257298429761389e-07,1.5878602898217474e-05,3.2156519774644554e-07,0.0,0.0,3.409695081816785e-05,7.079625432138527e-05,5.593778119220564e-05,0.00036819191652910464,0.0,0.4974607501982551,0.014745004304022157,0.00024151355008188776,6.013198730685908e-08,2.1140151787567642e-07,0.0015261782596077086,3.758249206678692e-09,7.44227299152548e-06,1.0861340207301418e-06,0.0,0.004647240507023296,0.0,6524800,6.0,0.5191749393185564,0.5191749393185564
COMBARBALA,2.2452796677244748e-07,0.00014032997923277968,3.59244746835916e-08,0.0,0.0,0.0012968735360776567,0.0,2.0207517009520272e-06,8.9811186708979e-09,1.436978987343664e-07,0.0026676167732234486,0.06996004946943861,0.0012629698130950167,0.0,0.3053630732181029,3.126327409339559e-05,4.346861436714583e-06,8.083006803808109e-08,0.0,1.2295151460459224e-05,0.0011446345934872661,0.0,1055200,4.0,0.3818859673828761,0.3818859673828761
CON CON,2.05576767093862e-06,0.0019190540023412603,0.0004315911592766706,0.0,0.0,0.00526325237634874,0.0003040320297498462,0.013327422100939712,0.0014040323607303216,4.273313494527855e-09,1.0288163674363382e-05,0.034061875362709604,0.019397306177103273,0.004608396901544284,0.00021556798296161673,0.01749442315272548,8.584376490841146e-05,1.0826202332081068e-05,2.0266692549165482e-05,3.845982145075069e-06,0.01693182080531109,1.8992504420123797e-11,22946100,5.0,0.11549190527732792,0.11549190527732792
CONCEPCION,1.5825590432902374e-05,0.0007347073716636455,0.003848686653852347,0.0,0.0,0.004956507613156053,0.0018556691940815224,0.004298093868213717,0.0021183719035480883,5.540979108890575e-12,0.003961582588084518,0.11931427895341114,0.010670969379993405,3.225604834409021e-05,2.0687744537473958e-05,0.004560869114291487,0.0004134882643757384,4.398598909122549e-05,7.485475046098024e-05,7.605089443473062e-05,0.0023063295088335254,6.10892946755186e-10,169928700,8.0,0.15930321604724051,0.15930321604724051
CONCHALI,2.712094301361934e-07,5.6736813605915475e-05,1.3036345768346273e-06,0.0,0.0,0.003409913001995432,0.003247654512136297,0.0023217229143914983,0.0003013628237901545,1.2129921312821383e-07,4.918739229400359e-08,0.20837150307305882,0.008642106260825656,9.538980484166051e-08,2.9640892063569525e-05,0.0379286511088167,7.710484719518221e-05,4.783551493871874e-07,7.2412585882069985e-06,1.0341119571337565e-06,0.002132744605040263,0.0,60870500,13.0,0.2665297352990314,0.2665297352990314
CONSTITUCION,5.865266417286993e-07,0.00010641674035803094,1.4584543310647568e-05,0.0,0.0,0.00030810349373156524,9.94302810148251e-07,1.8863775747053487e-05,1.1230792374462274e-05,0.0,0.03718729295671136,0.07239613720887653,0.001686164918310713,1.733345928733839e-07,0.000927139974904699,0.08087622073887232,3.597227785434053e-06,7.421077143443611e-08,7.367975096244174e-07,1.257805207544857e-07,0.018833790262689623,2.377703605944909e-10,19455500,7.0,0.21237223382428932,0.21237223382428932
CONTULMO,3.709630319016337e-08,0.0004821035562593631,5.935408510426139e-07,0.0,0.0,0.0004991678557268381,0.0,1.4838521276065347e-05,8.346668217786757e-06,0.0,0.008264462809917356,0.23203741355077506,0.00010817282010251638,0.0,0.0,0.005527200790121581,5.935408510426139e-07,0.0,0.0,0.0,0.0844712871645604,0.0,519200,8.0,0.3314142179149623,0.3314142179149623
COPIAPO,0.00012466644904700797,0.002815943246848444,0.0015126063335709344,0.0,0.0,0.008437739324716278,3.793620559509018e-05,0.00026772806425476867,0.0022025042140875195,0.0,0.0005398945405180453,0.03797971601258745,0.01750505148190851,5.750378604919165e-05,0.023974976824760824,0.009238779979692155,2.3365930829598883e-05,9.33301384300228e-06,0.0012330659958846952,0.00045951410028765877,0.0038634422790875555,1.6838077566361568e-11,48739800,3.0,0.1102837678004068,0.1102837678004068
COQUIMBO,0.0005410626181606592,0.0007520299433052409,0.00013083520759083316,0.0,0.0,0.0016384141840866794,0.0004860916156055497,0.0008331058456921452,0.0004234347406812597,0.0,0.002484760503805364,0.1264933609730963,0.010060551615007317,2.2541685127256028e-05,0.0032854712229218887,0.015353744925667847,4.40737511502251e-05,5.285924170421186e-06,0.00094891298697043,1.447160388354984e-07,0.008821000755023267,6.905692775989356e-09,54151300,4.0,0.1723248301197943,0.1723248301197943
CORONEL,2.67693096738315e-07,0.00010631376705717945,1.3677329185002637e-05,1.5678609632996892e-09,0.0,0.0022507012331603937,0.0003171156699293303,1.915552597829408e-05,1.5951549837759053e-05,0.0,0.018636951825529765,0.059595199639187704,0.001960875799936154,1.0714413409642677e-07,1.8741861541737088e-07,0.127808930150473,3.982617704535338e-06,7.866899169452521e-07,2.0495252719027237e-05,0.0010081191577132795,0.00800422751195664,6.9682709479986194e-12,37882400,8.0,0.21976304755096052,0.21976304755096052
CORRAL,1.8104585993017708e-08,5.677598167410355e-05,0.0,0.0,0.0,3.043380905426278e-05,0.0,4.073531848428985e-06,6.535755543479394e-06,0.0,2.1906549051551432e-06,0.1345365544626501,0.0033009910595209265,0.0,0.0,0.30122846495705297,0.0,0.0,0.0,0.0,5.882179989131455e-05,0.0,743200,14.0,0.43922486011672673,0.43922486011672673
COYHAIQUE,0.0002297176305835926,0.002799694625468604,0.0004804172635523692,0.0,0.0,0.0018584362652270543,5.379502712080473e-05,0.0026161327072300516,0.00021223944248266279,0.0,0.0030729666399413537,0.15803288397902504,0.01938982775237246,1.7584257271711354e-05,2.0978231302927e-05,0.0022280632024460167,0.0013522627492938092,2.7192256560926275e-05,0.0010700286680498487,2.5290194500680984e-07,0.004960146932148827,9.577351763571492e-10,12925200,11.0,0.19842262148975823,0.19842262148975823
CUNCO,5.933579839556477e-09,3.95736810965975e-05,1.8519361965904601e-06,0.0,0.0,5.933579839556475e-07,0.1411309619156501,0.045101431105880906,2.9074541213826734e-07,0.0,0.028354180886985214,0.020271103074037664,0.0005222209545458538,6.592866488396085e-10,1.6482166220990213e-08,7.354738139795135e-05,9.02563422261424e-07,9.02563422261424e-07,2.3800248023109865e-05,0.0,0.002996737356515128,0.0,3894600,9.0,0.23851812084560245,0.23851812084560245
CURACAUTIN,1.6947484248903525e-07,0.02036710995957117,1.0252181829583612e-05,0.0,0.0,0.00014252834253327865,2.563045457395903e-06,0.0003743699270582789,0.00018084848747385496,0.0,0.11315336432962644,0.11809921142644415,0.0011210949136030227,4.7076345135843124e-07,3.3476512096599554e-08,0.0047201965747485615,2.2197019802051544e-05,1.208502086687244e-05,1.3390604838639822e-07,0.0,0.0002461548857283026,0.0,2186200,9.0,0.25845278373559727,0.25845278373559727
CURACAVI,1.257545722657411e-07,0.000643745425977295,2.6093717297940973e-05,0.0,0.0,0.00010838055153929208,0.09754249638536289,0.00265007151272928,0.004836857977102445,0.0,0.02664273324467717,0.022900586926665776,0.005691337197869577,3.2770614964515264e-05,1.9174007798522515e-06,0.003136499323301494,2.187986978543775e-05,4.449173954141099e-07,8.387131333612342e-06,4.0100310033718457e-07,0.004022873368262003,0.0,11843700,13.0,0.16826760232271656,0.16826760232271656
CURACO DE VELEZ,0.0,1.9421775848537387e-06,0.0,0.0,0.0,2.3977501047577018e-08,0.0,6.138240268179717e-06,9.591000419030807e-08,0.0,0.7812172916913834,0.0008384692341327208,0.0004903159189219026,0.0,2.3977501047577018e-08,0.00017323744506874395,5.39493773570483e-06,3.836400167612323e-07,0.0,0.0,0.0019887898468902284,0.0,645800,10.0,0.7847221069970087,0.7847221069970087
CURANILAHUE,0.0,0.00016682702490045573,1.062249114791093e-05,0.0,0.0,0.0009107074029416092,0.0,0.00013880288241032102,1.311418660235917e-07,0.0,0.007854663963216149,0.3052268389970105,0.012597313377257596,4.7211071768493026e-08,0.0001293006342246205,0.0056628159340661515,1.8278261859999272e-06,2.3314109515305194e-05,5.828527378826298e-10,0.0,0.009047972761794794,0.0,4142100,8.0,0.34177118634046194,0.34177118634046194
CURARREHUE,1.3471823227046597e-05,0.00038559726031614126,1.2158320462409555e-05,0.0,0.0,3.0311602260854844e-07,7.577900565213712e-06,0.0010314364658207552,0.0006791146088754189,0.0,0.09929033466400146,0.25396124648179125,0.0014431353836392995,0.0,4.610731499456698e-05,0.0017050276271730852,3.3679558067616495e-08,3.3679558067616495e-08,0.0,0.0,4.125745863283021e-05,0.0,544900,9.0,0.3586168357846382,0.3586168357846382
CUREPTO,3.216284589210986e-06,6.226726964712469e-05,1.157862452115955e-06,0.0,0.0,6.416845120430275e-05,0.21034352549618837,0.008062167664887045,8.475267257525306e-05,0.0,0.02471857652790386,0.04322859452537474,9.66314836580723e-06,0.0,0.0,0.0010114285884187221,4.1683048276174386e-05,0.0,0.0,0.0,0.0002923102380656687,0.0,836400,7.0,0.28792351177794845,0.28792351177794845
CURICO,5.669894026720824e-07,0.0002742850565221308,0.00037410986468593225,0.0,0.0,0.0015599700012474992,0.00029097529663168093,0.0005265187194822073,0.00048627145991167253,1.081677533256163e-08,0.025286136747074025,0.17825489899264443,0.004306272069676123,2.8481079040939323e-06,4.95982512740532e-06,0.009470864728832785,8.704568517961413e-05,7.417511861900204e-06,1.8539520248997328e-05,1.1589862284219066e-05,0.008796409297914282,3.7228936966825447e-09,72112800,7.0,0.22975969427630072,0.22975969427630072
DALCAHUE,2.3177376738250308e-07,0.0004098229549201604,1.3920911903411592e-05,0.0,0.0,6.502702761125352e-05,2.6288360130941957e-05,7.889636985142252e-05,1.8825824255643815e-06,0.0,0.04404916132752085,0.25514134694521823,0.0015622502194026977,3.337542250308045e-07,9.94367405512784e-06,0.005145609409658951,1.9492173836868514e-06,8.367033002508362e-07,0.0003717657023159534,5.794344184562578e-10,0.010099904060204107,0.0,4154300,10.0,0.31697917157332944,0.31697917157332944
DIEGO DE ALMAGRO,2.561270365330874e-07,0.008911859413859469,0.005762858321994467,0.0,0.0,0.024402531864249517,2.561270365330874e-07,0.0004898697084155675,0.0030356051152239214,0.0,0.0009761012745699806,0.003084129236051903,0.13743907006734266,1.8213478153463996e-08,0.0028309766881697528,0.00030074550463953583,1.3524645871331604e-05,2.8458559614787487e-08,0.0002346305789424615,2.561270365330874e-07,0.0023408371926090374,0.0,2963900,3.0,0.18982355466508696,0.18982355466508696
DONIHUE,8.381819123035332e-06,1.3328464895399268e-05,2.2562383458612636e-05,0.0,0.0,0.00035653682121221755,1.1866113160322617e-05,7.958331383856083e-05,2.756778142477205e-05,0.0,0.03844901518693884,0.06425537126461166,0.0014747348675423727,1.5410411487338733e-09,1.5534657929955397e-06,0.09088838794938472,3.822745199577964e-07,5.095067298001367e-08,1.0173279458438457e-05,1.3834793227830139e-05,0.023628935051884122,0.0,10189500,6.0,0.219242267322188,0.219242267322188
EL BOSQUE,1.610099434920992e-05,9.491471916786855e-05,3.2764545344742997e-05,0.0,0.0,0.09235160972807163,3.32295204097364e-05,9.446462036313266e-05,0.00021942798119969315,0.0,4.4210908293462524e-07,0.06521821231911953,0.006083558043353602,0.00012711680815568336,2.768321599834882e-07,0.03005673920159284,7.84605389992859e-05,4.980906232206232e-06,0.00017332444487369047,5.6195490995319854e-08,0.01053247583683103,0.0,17295500,13.0,0.20511815534479783,0.20511815534479783
EL CARMEN,1.3339302226436257e-07,0.0001564783521799888,1.3339302226436257e-07,0.0,0.0,3.7425079809045225e-05,1.8758393755925983e-06,0.0003782442516944915,3.3348255566090643e-06,0.0,0.21068368225835454,0.1338603063584185,0.000460414353409339,1.3339302226436257e-07,8.33706389152266e-09,0.00031054729289532756,5.605841760659837e-05,0.0,0.0,1.8758393755925983e-06,0.0075400489205569845,0.0,1095200,16.0,0.3534907003053632,0.3534907003053632
EL MONTE,1.5696086190937173e-05,2.243887558014411e-05,2.099418288328829e-05,0.0,0.0,0.0001646828022329849,0.04185518017291661,0.00786038900190183,0.00033527581884852713,0.0,0.05360420569134531,0.048545021826989325,0.0023512158524835367,2.40337047536089e-08,4.512995670399893e-05,0.009755534745307989,1.358824127032436e-05,8.574988486164162e-08,7.501186294765265e-06,1.3335442301804916e-05,0.002113648911954605,0.0,5805400,13.0,0.16672394857879563,0.16672394857879563
