Comuna,region_id,Poblacion 2021_1,Poblacion 2022_1,Poblacion 2021_2,Poblacion 2022_2,SUM Población 2021,SUM Población 2022
San Antonio,5,0.2760605792223895,0.2706343157932049,0.7239394207776105,0.7293656842067952,56455,56423
San Bernardo,13,0.3111617443748103,0.3013711751493063,0.6888382556251896,0.6986288248506938,207593,208799
San Carlos,16,0.271474019088017,0.26530995616781466,0.7285259809119831,0.7346900438321854,32062,31940
San Clemente,7,0.2839506172839506,0.2782615167075984,0.7160493827160493,0.7217384832924015,26811,26874
San Esteban,5,0.2649453169969575,0.2599445712422563,0.7350546830030426,0.7400554287577438,12161,12268
San Fabián,16,0.2663806552262091,0.25944682508765093,0.733619344773791,0.7405531749123491,2564,2567
San Felipe,5,0.2920007270230426,0.28633423072286734,0.7079992729769574,0.7136657692771327,49517,49774
San Fernando,6,0.25885157096424705,0.25226608977825854,0.741148429035753,0.7477339102217415,46150,46225
San Gregorio,12,0.25681818181818183,0.2586605080831409,0.7431818181818182,0.7413394919168591,440,433
San Ignacio,16,0.25561257216164207,0.24986520004313598,0.7443874278383579,0.750134799956864,9354,9273
San Javier,7,0.2840188758980138,0.2782303370786517,0.7159811241019862,0.7217696629213484,28396,28480
San Joaquín,13,0.3118562874251497,0.3021386929493993,0.6881437125748503,0.6978613070506007,62625,62094
San José de Maipo,13,0.2727753303964758,0.26418563922942206,0.7272246696035243,0.7358143607705779,11350,11420
San Juan de la Costa,10,0.19590361445783133,0.1900806254580992,0.8040963855421687,0.8099193745419008,4150,4093
San Miguel,13,0.28556198253374165,0.27620387114058,0.7144380174662583,0.72379612885942,88170,89586
San Nicolás,16,0.24517151916978958,0.23900821680841863,0.7548284808302105,0.7609917831915813,6938,6937
San Pablo,10,0.23529411764705882,0.22922437673130194,0.7647058823529411,0.7707756232686981,5814,5776
San Pedro,13,0.27831947232578147,0.26964209325538285,0.7216805276742185,0.7303579067446171,6974,7013
San Pedro de Atacama,2,0.307916262304173,0.2990692581439912,0.692083737695827,0.7009307418560088,7213,7306
San Pedro de la Paz,8,0.2804958034572842,0.2737481833795746,0.7195041965427158,0.7262518166204254,89955,90828
San Rafael,7,0.28915450870100196,0.284086926042762,0.7108454912989981,0.715913073957238,5689,5706
San Ramón,13,0.31345064121682076,0.30371208143151435,0.6865493587831792,0.6962879185684857,50295,49514
San Rosendo,8,0.24924318869828457,0.2434915773353752,0.7507568113017155,0.7565084226646248,1982,1959
San Vicente,6,0.2412621853877246,0.23517437915592346,0.7587378146122754,0.7648256208440766,29441,29476
Santa Bárbara,8,0.28303266699171137,0.27593818984547464,0.7169673330082886,0.7240618101545254,8204,8154
Santa Cruz,6,0.24054132112060073,0.23424832297625417,0.7594586788793992,0.7657516770237458,24237,24299
Santa Juana,8,0.2736377727435317,0.26713806327900286,0.7263622272564684,0.7328619367209971,8387,8344
Santa María,5,0.28060694242361256,0.275230307421592,0.7193930575763875,0.7247696925784081,9622,9661
Santiago,13,0.35317683244576065,0.34251069328551825,0.6468231675542394,0.6574893067144818,393395,399316
Santo Domingo,5,0.22172597608413774,0.21647865200628302,0.7782740239158623,0.783521347993717,6941,7003
Sierra Gorda,2,0.27631578947368424,0.26857142857142857,0.7236842105263158,0.7314285714285714,1216,1225
Talagante,13,0.2962379668090635,0.2867619736764907,0.7037620331909364,0.7132380263235093,50797,51133
Talca,7,0.32261188740025404,0.31645765272069415,0.677388112599746,0.6835423472793059,142487,142335
Talcahuano,8,0.3023233760075865,0.29513307178454035,0.6976766239924135,0.7048669282154597,94905,94310
Taltal,2,0.2824643384161338,0.2740514075887393,0.7175356615838662,0.7259485924112608,8132,8170
Temuco,9,0.3308439253284364,0.3237563933674313,0.6691560746715637,0.6762436066325687,187327,187499
Teno,7,0.2712858384013901,0.26579945799457994,0.7287141615986099,0.7342005420054201,18416,18450
Teodoro Schmidt,9,0.23476828981416137,0.22888283378746593,0.7652317101858386,0.771117166212534,8502,8441
Tierra Amarilla,3,0.2997443049744305,0.2914625612316305,0.7002556950255695,0.7085374387683695,8604,8574
Tiltil,13,0.29941970005275453,0.28990496146074984,0.7005802999472455,0.7100950385392502,13269,13363
Timaukel,12,0.24766355140186916,0.2358490566037736,0.7523364485981309,0.7641509433962265,214,212
Tirúa,8,0.2847723704866562,0.27714061272584445,0.7152276295133438,0.7228593872741556,6370,6365
Tocopilla,2,0.29280916877195146,0.2845453426848776,0.7071908312280486,0.7154546573151225,16229,16254
Toltén,9,0.22796408282939343,0.22267431107823193,0.7720359171706066,0.7773256889217681,5457,5407
Tomé,8,0.2784620359211029,0.27180335618057194,0.721537964078897,0.7281966438194281,34019,33848
Torres del Paine,12,0.45795454545454545,0.45106861642294716,0.5420454545454545,0.5489313835770528,880,889
Tortel,11,0.23097826086956522,0.22162162162162163,0.7690217391304348,0.7783783783783784,368,370
Traiguén,9,0.24770996046668595,0.24172410445587808,0.7522900395333141,0.7582758955441219,10371,10301
Treguaco,16,0.22693903606766677,0.2214377406931964,0.7730609639323333,0.7785622593068036,3133,3116
Tucapel,8,0.26081829972880555,0.2546164772727273,0.7391817002711945,0.7453835227272727,8481,8448
Valdivia,14,0.33182040550089686,0.32395691066470095,0.6681795944991031,0.6760430893352991,110382,110561
Vallenar,3,0.2704676091346901,0.26293763078172333,0.72953239086531,0.7370623692182766,32185,32019
Valparaíso,5,0.3382793670753432,0.3321290729120172,0.6617206329246568,0.6678709270879828,190860,190435
Vichuquén,7,0.21249486230990547,0.2079002079002079,0.7875051376900946,0.7920997920997921,2433,2405
Victoria,9,0.27559249913413486,0.2692135502163856,0.7244075008658651,0.7307864497836144,20211,20103
Vicuña,4,0.278503046127067,0.2722534314009382,0.721496953872933,0.7277465685990618,17235,17267
Vilcún,9,0.2822150633192624,0.27594922797955934,0.7177849366807376,0.7240507720204407,18004,18199
Villa Alegre,7,0.2638776337115073,0.25843037974683547,0.7361223662884927,0.7415696202531645,9872,9875
Villa Alemana,5,0.29673878730482506,0.29103076404602574,0.7032612126951749,0.7089692359539743,82362,83084
Villarrica,9,0.270701841133184,0.26458297057287133,0.7292981588668159,0.7354170294271287,34381,34458
Vitacura,13,0.26604969758799096,0.2571344675072033,0.733950302412009,0.7428655324927967,54892,54489
Viña del Mar,5,0.34577776147058287,0.3395850820341346,0.6542222385294172,0.6604149179658654,218036,218019
Yerbas Buenas,7,0.2612669115670639,0.2561510244251588,0.7387330884329362,0.7438489755748412,11161,11177
Yumbel,8,0.2330522218618229,0.2270053912759353,0.766947778138177,0.7729946087240647,12332,12242
Yungay,16,0.24857738998482548,0.24306812767984753,0.7514226100151745,0.7569318723201525,10544,10495
Zapallar,5,0.2614213197969543,0.25588235294117645,0.7385786802030457,0.7441176470588236,4728,4760
Ñiquén,16,0.22110552763819097,0.2161675666830306,0.7788944723618091,0.7838324333169694,6169,6111
Ñuñoa,13,0.25843323449333894,0.24959026973158915,0.7415667655066611,0.7504097302684108,164913,166573
